GPjungle,GPmid,GWjungle,GWmid,GD15jung,GD15mid,CSMjung,CSMmid,DPMJung,DPMmid,KPjung,KPmid,WRjung,WRmid,TotalLP,LPDelta
80,152,45,68,-291,-493,5.2,5.0,609,650,44.60,41.90,59.30,41.20,145,-26
